,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
16,Meikyoku to Dai Sakkyokka Monogatari,8,Finished Airing,Unknown,Unknown,Unknown,OVA,0,#17418,#18117,N/A,294,"Brief lives of some composers, including Beethoven, Schubert, Mozart, Chopin, Vivaldi, Johann Strauss, and Tchaikovsky. Bizarrely, the obscure Stephen Foster, composer of ""Beautiful Dreamer"" and Jeanie with the Light-Brown Hair, gets a whole episode to himself, probably thanks to being top of the hit parade when Commodore Perry's gunboat diplomacy opened Japan in 1853, while Bach and Handel are forced to share.

(Source: The Anime Encyclopedia)","Jul 25, 1989 to Aug 25, 1990",22 min. per ep.,Unknown,"None found, add some"
17,Meili Jiayuan: Zhengjiu Weiji,30,Finished Airing,Unknown,Kids,Unknown,TV,0,#24081,#18118,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2010 to ?,10 min. per ep.,?,"None found, add some"
18,Meimiao Licheng,20,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#23019,#18119,N/A,50,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2014 to ?,14 min. per ep.,?,"None found, add some"
19,Meirenyu: Haidao Laixi,1,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",Movie,0,#20097,#18120,N/A,136,"A kind-hearted mermaid, braving the Sea-God's warning to ster clear, saves a captain's daughter from the stormy ocean. But when the captain needs her help again, the mermaid must face a hard choice.

(Source: Amazon)","Jul 31, 2015",1 hr. 30 min.,Unknown,"None found, add some"
20,Meisaku World,39,Finished Airing,Historical,Kids,"Adventure,Fantasy,Supernatural,",TV,0,#17872,#18121,N/A,265,"Classic fairy tales and literary works, both western and eastern, originally aired as a part of the early morning children's program Hirake! Ponkikki before the anime was combined and released on VHS. ","Apr 4, 1988 to Mar 23, 1989",25 min. per ep.,Spring 1988,"None found, add some"
21,Meishi Da Maoxian,58,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",TV,0,#23156,#18122,N/A,48,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Feb 5, 2014 to ?",13 min. per ep.,?,"None found, add some"
22,Meishi Da Maoxian: Huore Zhi Lu,55,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",TV,0,#23691,#18123,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 17, 2015 to ?",13 min. per ep.,?,"None found, add some"
23,Meishi Da Maoxian: Wenming Zhi Lu,52,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",TV,0,#23560,#18124,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 3, 2017 to ?",13 min. per ep.,?,"None found, add some"
24,Meishi Da Maoxian: Yingxiong Hui,1,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",Movie,0,#22549,#18125,N/A,56,"Super Bao, an innocent and passionate steamed stuffed bun, goes through untold hardships and finally grows into a great hero who saves the world of foods.

(Source: IMDb)","Aug 17, 2018",1 hr. 38 min.,Unknown,"None found, add some"
25,Meishu Guan Zhi Ye,100,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#24492,#18126,N/A,37,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,5 min. per ep.,?,"None found, add some"
26,Meishu Guan Zhi Ye: Jindai Guowai Meishu Pian,267,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#24363,#18127,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,5 min. per ep.,?,"None found, add some"
27,Meishu Guan Zhi Ye: Jindai Zhongguo Meishu Pian,299,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#24152,#18128,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,5 min. per ep.,?,"None found, add some"
28,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,1,Finished Airing,Unknown,Kids,"Mystery,",OVA,0,#17165,#18129,N/A,315,Sanrio's Hangyodon starring as a detective in the case of the mysterious thief.,"Jun 21, 1993",10 min.,Unknown,"None found, add some"
29,Meitantei Pork,1,Finished Airing,Detective,Unknown,"Comedy,Mystery,",Movie,0,#24823,#18130,N/A,27,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2016,3 min.,Unknown,Studio Artegg
30,Meitantei Rascal,12,Finished Airing,Unknown,Kids,"Adventure,Mystery,",TV,1,#14821,#18131,N/A,529,Assistant Detective Rascal travels around the world with Uncle Po to check various mysteries.,"Jan 9, 2014 to Mar 27, 2014",5 min. per ep.,Winter 2014,Nippon Animation
31,Meitounao He Bugaoxing,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21125,#18132,N/A,82,"No-brain is a forgetful boy and Unhappiness is unhappy for everything. When others worry about their future, they really become grownups at once to make careers as they wish. But they make a series of troubles. 

(Source: IMDb)",1962,21 min.,Unknown,Shanghai Animation Film Studio
32,Meitounao He Bugaoxing (TV),26,Finished Airing,Unknown,Kids,Unknown,TV,0,#21926,#18133,N/A,66,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2005,22 min. per ep.,?,"None found, add some"
33,Meiying Da Leyuan,31,Finished Airing,Unknown,Kids,"Comedy,fe,",ONA,0,#20336,#18134,N/A,122,"On the sea far from the world, there is a beautiful and strange island. On this island, there is no division between righteousness and evil, and no thrilling battles. Inhabits on the island is a group of local people who sometimes help each other and sometimes make trouble, but everyone here has a legendary past. This is the peach blossom source of the second dimension world, where the Meiying family lives.

(Source: bilibili)","Jul 1, 2021 to Oct 14, 2021",3 min. per ep.,Unknown,"None found, add some"
34,Mekakure,1,Finished Airing,Unknown,Unknown,"rde,Horror,Suspense,",Movie,0,#20681,#18135,N/A,101,"Shun is forced into playing with four friends. But they are not friends, he hates them. The unbearable heat and heavy atmosphere deepen his depression.

(Source: eventive)",2019,5 min.,Unknown,"None found, add some"
35,Mellow,1,Finished Airing,Unknown,Seinen,"Comedy,",OVA,0,#14388,#18136,N/A,600,"A story about a crossdressing teacher handling a delinquent class.

Based on the same-name seinen manga by Rin Kasahara.","Jul 23, 1993",44 min.,Unknown,Knack Productions
36,Melody (Movie),1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#22173,#18137,N/A,62,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2021,5 min.,Unknown,"None found, add some"
37,Mendako no Menmen,Unknown,Currently Airing,Iyashikei,Unknown,"fe,",ONA,0,#20591,#18138,N/A,106,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Apr 8, 2023 to ?",1 min.,Unknown,"None found, add some"
38,Meng,1,Finished Airing,Unknown,Unknown,"Drama,",ONA,0,#24812,#18139,N/A,29,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2002,4 min.,Unknown,Guo Pengzi Studio
39,Meng Bao Chengzhang Jiaoyu,90,Finished Airing,Anthropomorphic,Kids,"Fantasy,",ONA,0,#24153,#18140,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2015 to ?,1 min. per ep.,Unknown,"None found, add some"
40,Meng Bao Zhan Jing,26,Finished Airing,Mecha,Kids,"Action,",TV,0,#23379,#18141,N/A,46,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,13 min. per ep.,?,"None found, add some"
41,Meng Cai Jiadao,78,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#24154,#18142,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2015 to ?,3 min. per ep.,?,"None found, add some"
42,Meng Cai Yu Bao Ai Koucai,25,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#24082,#18143,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,3 min. per ep.,?,"None found, add some"
43,Meng Guo Le Duoduo: Shuiguo Xunzhang,26,Finished Airing,Anthropomorphic,Kids,Unknown,ONA,0,#23418,#18144,N/A,45,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2017 to ?,8 min. per ep.,Unknown,"None found, add some"
44,Meng Hui Gu Su Cheng: Shiluo Di Ditu,20,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24155,#18145,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,13 min. per ep.,?,"None found, add some"
45,Meng Hui Jinsha Cheng,1,Finished Airing,Time Travel,Unknown,"Adventure,Fantasy,Sci-Fi,",Movie,0,#20851,#18146,N/A,92,"Xiao Long is a modern day middle-school student, who, after being transported 3,000 years back in time to the ancient kingdom of Jinsha, discovers his true destiny. Jinsha is a beautiful and magical place but plagued by a mysterious evil energy which its inhabitants fear they can't hold off, much less defeat. After the school boy witnesses the beginnings of the destruction by the forces of darkness on this ancient land, he is overcome with sadness and pledges to help. Upon discovering a special connection with nature, Xiao Long gains the trust of the beautiful young Princess Hau'er and her loyal subjects and together they fight the wicked forces surrounding them to restore peace across the kingdom. Along the way, Xiao Long reforms himself into a courageous boy who forgoes his self-centered behavior to coexist harmoniously with others.

(Source: IMDB)","Jul 10, 2010",1 hr. 20 min.,Unknown,"None found, add some"
46,Meng Ji Xiao Xuetang,52,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#22655,#18147,N/A,54,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,2 min. per ep.,?,"None found, add some"
47,Meng Ji Xiaodui,52,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24083,#18148,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Nov 6, 2017 to ?",7 min. per ep.,?,"None found, add some"
48,Meng Ji Xiaodui 2nd Season,52,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#23939,#18149,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,7 min. per ep.,?,"None found, add some"
49,Meng Ji Xiaodui 3rd Season,52,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24084,#18150,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
50,Meng Jiangnu,30,Finished Airing,Historical,Kids,Unknown,TV,0,#24364,#18151,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,12 min. per ep.,?,"None found, add some"
51,Meng Jiangnu (2018),26,Finished Airing,Historical,Unknown,Unknown,TV,0,#24493,#18152,N/A,37,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,15 min. per ep.,?,"None found, add some"
52,Meng Li Ren,26,Finished Airing,Unknown,Unknown,"Drama,",TV,1,#18578,#18153,N/A,224,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 12, 2005 to Jan 6, 2006",22 min. per ep.,Winter 2006,"None found, add some"
53,Meng wa,26,Finished Airing,Unknown,Kids,Unknown,TV,0,#23419,#18154,N/A,45,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2017 to ?,5 min. per ep.,?,"None found, add some"
54,Meng Zhou Shaonian Zhi: Qin Jian Chuanqi,18,Finished Airing,Unknown,Kids,Unknown,TV,0,#23751,#18155,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,21 min. per ep.,?,"None found, add some"
55,Meng Zhou Shaonian Zhi: Shanggu Chuanqi,18,Finished Airing,Unknown,Kids,Unknown,TV,0,#23692,#18156,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,22 min. per ep.,?,"None found, add some"
56,Meng Zhou Shaonian Zhi: Tian Qing Chuanqi,19,Finished Airing,Unknown,Kids,Unknown,TV,0,#23693,#18157,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,22 min. per ep.,?,"None found, add some"
57,Meng Zhou Shaonian Zhi: Xihan Gongzhu,38,Finished Airing,Unknown,Kids,Unknown,TV,0,#24085,#18158,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 20, 2020 to ?",13 min. per ep.,?,"None found, add some"
58,Meng Zhu Yijia,26,Finished Airing,Unknown,Unknown,"Fantasy,",ONA,0,#22174,#18159,N/A,62,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,4 min. per ep.,Unknown,"None found, add some"
59,Menghuan Bu Bu Xing,100,Finished Airing,Unknown,Kids,Unknown,TV,0,#23940,#18160,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2014 to ?,5 min. per ep.,?,"None found, add some"
60,Menghuan Maomi Wu,52,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#23941,#18161,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2015 to ?,7 min. per ep.,?,"None found, add some"
61,Menghuan Shuyuan,14,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#19520,#18162,N/A,170,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 30, 2019 to Jun 22, 2019",2 min. per ep.,Unknown,Painting Dream
62,Menghuan Shuyuan 3rd Season,14,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#19326,#18163,N/A,181,Third season of Menghuan Shuyuan.,"Apr 6, 2020 to Jul 13, 2020",2 min. per ep.,Unknown,Painting Dream
63,Menghuan Shuyuan 4th Season,14,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#19293,#18164,N/A,183,Fourth season of Menghuan Shuyuan.,"Oct 12, 2020 to Jan 11, 2021",2 min. per ep.,Unknown,Painting Dream
64,Menghuan Shuyuan 6th Season,12,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#20889,#18165,N/A,91,Sixth season of Menghuan Shuyuan.,"Oct 25, 2021 to Jan 10, 2022",2 min. per ep.,Unknown,"None found, add some"
65,Menghuan Shuyuan 7th Season,12,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#20592,#18166,N/A,106,Seventh season of Menghuan Shuyuan.,"Jun 20, 2022 to Sep 5, 2022",2 min. per ep.,Unknown,"None found, add some"
66,Menghuan Shuyuan: Huxi Jiankang Kepu,13,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#20716,#18167,N/A,99,A spin-off of Menghuan Shuyuan.,"Jan 11, 2021 to ?",3 min. per ep.,Unknown,"None found, add some"
67,Menghuan Shuyuan: Kexue Xiao Jizhe,12,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#20635,#18168,N/A,104,Fifth season of Menghuan Shuyuan.,"Apr 12, 2021 to ?",2 min. per ep.,Unknown,"None found, add some"
68,Menghuan Shuyuan: Youxue Ji,14,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#19619,#18169,N/A,164,Second season of Menghuan Shuyuan.,"Oct 7, 2019 to Jan 6, 2020",2 min. per ep.,Unknown,Painting Dream
69,Menghuan Xiyou,13,Finished Airing,Historical,Unknown,"Action,Adventure,Fantasy,",ONA,0,#18024,#18170,N/A,256,"To save the magical realms, a group of warriors rise against a great evil power.","Dec 26, 2014 to Feb 6, 2015",25 min. per ep.,Unknown,"None found, add some"
70,Menghuan Xiyou 2,13,Finished Airing,Historical,Unknown,"Action,Adventure,Fantasy,",ONA,1,#18227,#18171,N/A,244,A continuation of Menghuan Xiyou.,"Apr 10, 2015 to May 22, 2015",25 min. per ep.,Unknown,"None found, add some"
71,Menghuan Xiyou: Lei Nu Weiji,13,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,0,#20962,#18172,N/A,88,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 12, 2016 to Sep 23, 2016",24 min. per ep.,Unknown,"None found, add some"
72,Menghuan Xiyou: Tianming Zhi Zhan,13,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,0,#21386,#18173,N/A,76,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 23, 2016 to ?",24 min. per ep.,Unknown,"None found, add some"
73,Menghuan Zhen,130,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#22237,#18174,N/A,61,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Nov 2010 to ?,12 min. per ep.,?,"None found, add some"
74,Menghuan Zhuangyuan,50,Finished Airing,Unknown,Kids,Unknown,TV,0,#24365,#18175,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,10 min. per ep.,?,"None found, add some"
75,Mengshou Zhan Jing,30,Finished Airing,Unknown,Kids,Unknown,TV,0,#24366,#18176,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 14, 2018 to ?",22 min. per ep.,?,"None found, add some"
76,Mengxiang Jing Su,52,Finished Airing,Racing,Unknown,Unknown,TV,0,#22858,#18177,N/A,52,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2011 to ?,22 min. per ep.,?,"None found, add some"
77,Mengxiang Xue Yuan,100,Finished Airing,School,Kids,Unknown,ONA,0,#23942,#18178,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,5 min. per ep.,Unknown,"None found, add some"
78,Mengxiang Zhaohuan Wang,40,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23752,#18179,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 12, 2016 to ?",13 min. per ep.,?,"None found, add some"
79,Mengxiang Zhaohuan Wang 2nd Season,52,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23753,#18180,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,13 min. per ep.,?,"None found, add some"
80,Mengxiang Zhi Lu,100,Finished Airing,School,Kids,Unknown,ONA,0,#24367,#18181,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,5 min. per ep.,Unknown,"None found, add some"
81,Mengxiang Zongdongyuan,52,Finished Airing,Unknown,Kids,Unknown,TV,0,#23943,#18182,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 11, 2015 to ?",14 min. per ep.,?,"None found, add some"
82,Mengyou Dunhuang,5,Finished Airing,Historical,Unknown,"Comedy,Fantasy,",ONA,0,#18831,#18183,N/A,207,"Due to the dissipation of the heavenly scripture powers, Dunhuang will face adversity. Wu Tianji is ordered to repair the heavenly scriptures. In order to perfect the heavenly scripture powers, you need to relive the story originally recorded in the heavenly scripture. Wu Tianji took the god beast, the angel pig, to the ancient city of Dunhuang. Just when she had no idea how to start repairing the scriptures, she accidentally strayed into the world of frescoes in the Mogao Caves...

(Source: bilibili, translated)","Jul 6, 2020 to Aug 3, 2020",3 min. per ep.,Unknown,Painting Dream
83,Mentori,10,Finished Airing,Parody,Unknown,"Comedy,",ONA,0,#17969,#18184,N/A,259,"The ""Mentori"" mascot originates from a series of line stamps meant to evoke the feeling of ""mendou da ga toriaezu henshin"" (it's annoying, but I guess I'll reply). The anime follows the birds in a gag-filled comedy quite often breaking the 4th wall. 

(Source: ANN)","Dec 14, 2017 to Feb 15, 2018",3 min. per ep.,Unknown,"None found, add some"
84,Meogda,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#21486,#18185,N/A,74,"Imoha. His situation is not so good. He must dash, otherwise he will be late. Besides, he skipped his breakfast and he is hungry. He runs anyway.

(Source: seungwookjang.com)",2010,9 min.,Unknown,"None found, add some"
85,Meogneun Insaeng PV,1,Finished Airing,Music,Unknown,"Gourmet,",ONA,0,#18343,#18186,N/A,238,Promotional video for the Naver Webtoon manhwa Eating Life.,"Aug 27, 2022",1 min.,Unknown,"None found, add some"
86,Meogtiwa Jaemjaem,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24156,#18187,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2007 to ?,21 min. per ep.,?,"None found, add some"
87,Meoteoldosa,1,Finished Airing,Unknown,Kids,"Action,Adventure,Fantasy,",Movie,0,#18105,#18188,N/A,251,A 1989 Korean movie about a young monk possessing supernatural powers.,1989,1 hr. 20 min.,Unknown,"None found, add some"
88,Meoteoldosa (TV),26,Finished Airing,Unknown,Kids,"Action,Adventure,Fantasy,",TV,0,#22353,#18189,N/A,59,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 29, 2012 to Nov 28, 2012",Unknown,Summer 2012,"None found, add some"
89,Meoteoldosawa 108 Yogoe,1,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",Movie,0,#17569,#18190,N/A,284,The third Taoist Mutul movie.,"Jan 3, 1990",1 hr. 20 min.,Unknown,"None found, add some"
90,Meoteoldosawa Ttomae,1,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",Movie,0,#17570,#18191,N/A,284,The second Taoist Mutul movie.,"Dec 25, 1990",1 hr. 20 min.,Unknown,"None found, add some"
91,Meow no Hoshi,1,Finished Airing,Unknown,Unknown,"Drama,",Movie,0,#19954,#18192,N/A,143,A story about a girl and her cat Meow.,"Feb 11, 1984",5 min.,Unknown,"None found, add some"
92,Mermaid Licca-chan,1,Finished Airing,Mahou Shoujo,Kids,"Fantasy,",OVA,0,#20581,#18193,N/A,107,Animated DVD original story bundled with the Licca-chan Mermaid themed doll set.,"Apr 18, 2012",16 min.,Unknown,"None found, add some"
93,Merry-Go-Round,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#21545,#18194,N/A,73,Children have fun at an amusement park.,2008,3 min.,Unknown,"None found, add some"
94,Meshinuma.,20,Finished Airing,Unknown,Seinen,"Gourmet,fe,",ONA,1,#12544,#18195,N/A,"1,051",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 31, 2018 to Oct 26, 2018",1 min. per ep.,Unknown,"Grom,       Aurum Production"
95,Metallion,104,Finished Airing,Mecha,Kids,"Action,Sci-Fi,",TV,0,#19885,#18196,N/A,147,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Feb 8, 2019 to Feb 28, 2020",10 min. per ep.,Winter 2019,"None found, add some"
96,Mezase! Kakkoii Ichinensei: Champion ni Chousen,1,Finished Airing,Anthropomorphic,Kids,"Action,",OVA,0,#24157,#18197,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2014,31 min.,Unknown,"None found, add some"
97,Mi Bao Chuanshuo: Bai Cheng Ming Huan You Ji,8,Finished Airing,Unknown,Unknown,"Adventure,Comedy,",ONA,0,#21055,#18198,N/A,84,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 6, 2018 to Sep 1, 2018",2 min. per ep.,Unknown,"None found, add some"
98,Mi Duo De Tuya Riji,30,Finished Airing,Unknown,Kids,Unknown,TV,0,#21762,#18199,N/A,69,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019,10 min. per ep.,?,"None found, add some"
99,Mi Feng Yu Qiu Yin,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21339,#18200,N/A,77,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1959,18 min.,Unknown,"None found, add some"
