,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
11,Kamen Rider Fourze x Crayon Shin-chan,4,Finished Airing,Unknown,Seinen,"Action,Comedy,",Special,0,#11758,#10012,5.73,"1,381","Four short crossover episodes, collectively titled Kamen Rider Fourze × Crayon Shin-chan between Kamen Rider Fourze and Crayon Shin-chan were shown in each show's time slots during April 2012 to promote their respective series' new films: Kamen Rider × Super Sentai: Super Hero Taisen and Crayon Shin-chan: The Storm Called!: Me and the Space Princess. The characters will crossover in two episodes of each respective series. The story follows Shin-chan teaming up with Kamen Rider Fourze in order to go to space and rescue Shin's younger sister who had been taken to Planet Himawari to become its princess. The first and fourth episodes feature both anime and live-action while the second and third were entirely animated.

(Source: Wikipedia)","Apr 13, 2012 to Apr 29, 2012",30 sec. per ep.,Unknown,"None found, add some"
12,Tao Hua Yuan Ji,1,Finished Airing,Historical,Unknown,"Fantasy,",Movie,0,#15741,#10013,5.73,428,"The 3D CG short film with its unique visual style, which tranquilly depicts Peach Blossom Valley (known to the western culture as Shangri-La), the earthly paradise, in Dong Jin people's mind and their desire to return to happy and harmonic life.

(Source: Official site)",2006,14 min.,Unknown,"None found, add some"
13,Tobira wo Akete,1,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,Sci-Fi,",Movie,0,#9876,#10014,5.73,"2,631","In modern day Tokyo, three university students, Negishi Miyako (Neko-chan), Saiki Haruka, and Yamagishi Keiichiro, have magical powers that make them feel like outcasts. They come together one night and are transported to another world. They open a massive door and Neko finds that she is the Princess Neryulla, who must defeat the evil Duran III to free her people. 

(Source: AniDB)","Nov 1, 1986",1 hr. 21 min.,Unknown,Magic Bus
14,Toufu Kozou,1,Finished Airing,Unknown,Unknown,"Comedy,",Movie,0,#14209,#10015,5.73,627,"Based on Kyougoku Natsuhiko's Toufu Kozou Sugoroku-douchuu Furidashi novel.

(Source: AniDB)","Apr 29, 2011",1 hr. 26 min.,Unknown,"None found, add some"
15,Ulibyeol Ilhowa Eollugso,1,Finished Airing,Unknown,Kids,"Comedy,Romance,",Movie,5,#10775,#10016,5.73,"1,973","An adventure by Il-ho the Satellite Girl and a shy cow to save the world from a black monster.

""The Satellite Girl and Milk Cow"" is a debuting animation by Jang Hyeong-yoon who is also known as the 'genius director' for his achievements in the omnibus movie ""Indie Anibox: Selma's Protein Coffee"" and others.

(Source: HanCinema)","Feb 20, 2014",1 hr. 21 min.,Unknown,"None found, add some"
16,Zakuro Yashiki,1,Finished Airing,Unknown,Unknown,Unknown,OVA,1,#12373,#10017,5.73,"1,109","The Japanese painter FUKAZAWA Takeshi expresses in pictures the novel written by Honoré de BALZAC “La grenadière”. Over 70 tempera paintings are beautifully brought to life and put together by FUKADA Koji for this Ga-nime that tells us the story of a mother and child in the 19th century, coated in a music that punctuates the whole experience. FUKAZAWA and FUKADA thus succeed in reproducing the ambiance of this mansion so dear to BALZAC, as the artistic pictures call to the imagination and the emotions of the viewer that only be so aroused by a Ga-nime.

(Source: Toei)","Aug 1, 2006",48 min.,Unknown,Toei Animation
17,Zannen na Ikimono Jiten,10,Finished Airing,Educational,Unknown,"Comedy,fe,",TV,0,#15112,#10018,5.73,493,"The book series offers humourous introductions to surprising aspects of living creatures, such as ""raccoons don't really wash their food,"" and ""dolphins would drown if they fall completely asleep."" 

(Source: ANN)","Aug 6, 2018 to Aug 17, 2018",5 min. per ep.,Summer 2018,NHK Enterprises
18,Karen Senki,11,Finished Airing,Unknown,Unknown,"Action,Sci-Fi,",ONA,5,#5829,#10019,5.73,"11,101","In the post-apocalyptic aftermath of a war between machines and their creators, machines rule while humans exist in a state of servitude. Titular character Karen leads Resistance Group 11, an eclectic group of humans who find themselves fighting for their lives as they are hunted by the robots in each episode. Is this the end of humanity? Are they fighting a losing battle?

Through Karen, we delve into a struggle between right and wrong, between indifference and love that explores some of the deepest questions about humanity. What is the difference between a thinking machine and a human being? What is a soul?

(Source: Crunchyroll)","Sep 27, 2014 to Dec 6, 2014",11 min. per ep.,Unknown,Next Media Animation
19,Kero Kero Keroppi no Christmas Eve no Okurimono,1,Finished Airing,Unknown,Kids,"Fantasy,",OVA,0,#14926,#10020,5.73,515,A star who tries to act like an adult falls from the sky. Keroppi helps nurse it back to health and regain its confidence to shine once again.,"Nov 1, 1992",21 min.,Unknown,Grouper Productions
20,Kotetsu no Daibouken,2,Finished Airing,Unknown,Unknown,"Action,Comedy,Fantasy,Romance,Sci-Fi,Ecchi,",OVA,2,#9314,#10021,5.73,"3,232","While walking through the streets of Tokyo, Linn Suzuki comes across a strange device sticking up from the sidewalk. Suddenly, she is set upon by thugs and is helped by a beautiful stranger who takes them all down. It seems young Linn has fled Deep Kyoto from her cruel mistress and has traveled to Edo where she hopes to find her long lost brother, who was last seen working for the Kuon Detective Agency. By chance, this stranger happens to be Miho Kuon and lets Linn stay with her (nicknaming her Kotetsu, or Little Tetsu after her brother, Tetsujin). However, a mysterious agency called the Syndicate are after Miho and Linn is now in the thick of things.

(Source: ANN)","Dec 13, 1996 to Jan 10, 1997",26 min. per ep.,Unknown,"None found, add some"
21,Kyoto Animation: Hana-hen,1,Finished Airing,Unknown,Unknown,"fe,",Special,0,#8201,#10022,5.73,"4,803","In a vast and tranquil field, a rowdy group of children rush in with bright intentions. Armed with an array of gardening tools, packets of soil, trays of flowers, and a lively attitude to boot, the group sets upon a barren patch to begin their project.

[Written by MAL Rewrite]
",Jun 2010,30 sec.,Unknown,Kyoto Animation
22,Ma Shen,16,Finished Airing,Strategy Game,Unknown,"Drama,",ONA,3,#11145,#10023,5.73,"1,721","Mahjong holds a major influence over the world. Mahjong masters are highly respected, and these players compete to become the leading player: the Mahjong King! Players from across the world come together to duel one another.","Jun 28, 2016 to Nov 9, 2016",13 min. per ep.,Unknown,Thundray
23,Mahou Shoujo Taisen,26,Finished Airing,Unknown,Unknown,Unknown,TV,5,#4986,#10024,5.73,"16,554","""Mahou Shoujo Taisen"" is a project created from a variety show for the Otaku ""2.5 Chigen TV"" (2.5 Dimension TV). The characters are the mahou shoujo that represent each local town in Japan. The characters that won from the second illustration competitions that were held on pixiv will appear in the anime.

(Source: MAL News)","Apr 8, 2014 to Sep 30, 2014",4 min. per ep.,Spring 2014,Gainax
24,Mikeneko Holmes no Yuurei Joushu,1,Finished Airing,Pets,Unknown,"Comedy,Drama,Mystery,",OVA,0,#13659,#10025,5.73,751,"Based on Akagawa Jirou's popular book series about hapless detective Katayama Yoshitaro who lives with his sister Harumi and their cat Holmes, which has a sixth sense when it comes to solve mysteries. 

In this stand alone OVA the aftershow party of Harumi's acting troupe becomes the showplace of murder and tragedy. Luckily Yoshitaro brought Holmes along. 

(Source: AniDB) ","Jul 21, 1992",44 min.,Unknown,AIC
25,Nanairo Kakumei,3,Finished Airing,School,Shoujo,"Comedy,",Special,2,#11525,#10026,5.73,"1,496","Ever since primary school, Nana has never been able to refuse the wishes of her friend, Yuyu, even if they were unpleasant things like matching outfits and hairstyles... She wanted to change herself!

A story about real friendship and sympathy.

(Source: MU)","Oct 6, 2015 to Oct 20, 2015",1 min. per ep.,Unknown,"None found, add some"
26,Nui Nui Hinobori San Kyoudai,4,Finished Airing,Unknown,Unknown,"fe,",ONA,0,#14419,#10027,5.73,594,"The series will center on the three Hinobori brothers, who run a stuffed toy shop called ""Nui Nui"" at the end of Tokyo's Kappabashi shopping street. The eldest brother Kaede is the manager, the second son Aoi is in charge of patterns, and the third son Akane is in charge of displays. 

(Source: ANN)","Apr 28, 2017 to Dec 17, 2017",3 min. per ep.,Unknown,DLE
27,On Air Dekinai!,12,Finished Airing,Showbiz,Unknown,"Comedy,",TV,11,#10131,#10028,5.73,"2,422","Set in 2014, the anime follows the adventures of 23 years old Mafuneko, a newly minted assistant director who joins the TV production department at Tokyo Hajikko Television, only to discover that the glamorous and glitzy life of working behind-the-scenes making TV shows involves strange and inexplicable tasks such as ""gathering 300 acorns"" and ""making a mosaic out of the images reflected in the camera lens."" Despite being surrounded by chaos, set-backs, and weirdos, Mafuneko struggles to become a fully-fledged TV producer.

(Source: Crunchyroll, edited)","Jan 10, 2022 to Mar 28, 2022",3 min. per ep.,Winter 2022,"Space Neko Company,       Jinnan Studio"
28,Oval x Over,1,Finished Airing,Racing,Unknown,Unknown,Movie,2,#10599,#10029,5.73,"2,086","A promotional video for the Indy Racing League Bridgestone Indy Japan 300.

A thrilling race. Three drivers with their own stories. A narrow line between victory and defeat. Who will be the champion? ","Mar 23, 2005",8 min.,Unknown,Production I.G
29,Pokemon Scarlet Violet,2,Finished Airing,Unknown,Kids,Unknown,ONA,1,#13739,#10030,5.73,733,"A certain photographer who was fascinated by the mysterious patterns drawn by Tagingle finally succeeded in shooting a video! Closer to the ecology that you can't usually see, such as the moment you draw a pattern.

(Source: Official YouTube Channel)","Sep 1, 2022 to Oct 25, 2022",1 min. per ep.,Unknown,"None found, add some"
30,Pokemon: Aki no Special,1,Finished Airing,Unknown,Kids,"Action,Adventure,Fantasy,",Special,0,#10532,#10031,5.73,"2,131",A recap special that aired after episode 27 of the Pokemon anime.,"Oct 7, 1997",48 min.,Unknown,OLM
31,Pugyuru,13,Finished Airing,School,Unknown,"Comedy,Fantasy,",TV,9,#8168,#10032,5.73,"4,841","One day, an ordinal high school girl, Ma$%^&* (her name is left to your imagination), met Cheko, who was a maid came from a village of maids. She could melt, fly, and pull her head off... Anyway, strange people began to come, for example, a snow fairy who disliked cold, a large squid that could speak, scary persons, and the like. Pugyuru is a world of absurdity drawn by a hope of comedy. 

(Source: AnimeNfo)","Apr 12, 2004 to Jul 5, 2004",3 min. per ep.,Spring 2004,Creators Dot Com
32,Puzzle & Dragon,Unknown,Currently Airing,Strategy Game,Kids,Unknown,TV,6,#11627,#10033,5.73,"1,440","The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. 

(Source: Crunchyroll)","Apr 2, 2018 to ?",24 min.,Spring 2018,Pierrot
33,Shiawase Pasta Story,8,Finished Airing,Unknown,Unknown,"fe,",ONA,0,#13420,#10034,5.73,808,"A collaboration campaign between Kraft Parmesan Cheese and World Masterpiece Theater. Eight web shorts were made using seven of the World Masterpiece Theater stories (Flanders no Inu had two episodes); they act as mini side-stories within their respective shows, though Haha wo Tazunete Sanzenri occurs after the show.

An apprentice fairy called Palme connects all the stories together as she uses her magic (aka sprinkling parmesan) to make ""happy pasta.""","Nov 1, 2010 to Oct 1, 2011",5 min. per ep.,Unknown,"None found, add some"
34,Shounen Sunday CM: Yugami-kun ni wa Tomodachi ga Inai,2,Finished Airing,School,Shounen,"Comedy,Romance,",ONA,7,#9267,#10035,5.73,"3,286","Despite being the most talented player on the Kamihoshi High School baseball team, Yuuji Yugami is a loner and ostracized by his classmates. Yugami, however, is optimistic and adamant about remaining friendless—which is what he tells new transfer student Chihiro Watanuki.

Chihiro, on the other hand, aims to make new friends as quickly as possible. Although initially perplexed by Yugami's enigmatic personality, Chihiro ultimately aspires to better understand him after finding herself on the receiving end of his unexpected kindness.

[Written by MAL Rewrite]","Nov 26, 2013 to Sep 18, 2014",30 sec. per ep.,Unknown,A-1 Pictures
35,Sinbad: Soratobu Hime to Himitsu no Shima Pilot,1,Finished Airing,Unknown,Unknown,"Adventure,",Special,0,#14482,#10036,5.73,582,Sinbad: Soratobu Hime to Himitsu no Shima pilot footage included with the DVD release. It features Sana's chase scene in which Sinbad first interacts with her. The footage was not recycled for the film and no dialogue is used.,"Dec 16, 2015",2 min.,Unknown,Nippon Animation
36,Sora Iro no Tane,3,Finished Airing,Unknown,Kids,Unknown,Special,0,#8614,#10037,5.73,"4,131",Three short TV advertisements based on a children's book about a fox who gives a boy a seed which grows into a giant house.,"Dec 23, 1992",30 sec. per ep.,Unknown,Studio Ghibli
37,Kero Kero Keroppi no Robin Hood,1,Finished Airing,Unknown,Kids,"Fantasy,",OVA,0,#14877,#10038,5.72,521,Keroppi re-creates the story of Robin Hood.,"Jan 21, 1994",29 min.,Unknown,"None found, add some"
38,Kiki to Lala no Papa to Mama ni Aitai,1,Finished Airing,Unknown,Kids,Unknown,OVA,1,#15612,#10039,5.72,440,This is one of the happiest days for Kiki and Lala as they receive a present sent to them by their parents.,"Apr 21, 1994",19 min.,Unknown,"None found, add some"
39,KiyaKiya,1,Finished Airing,Music,Unknown,"rde,",Movie,1,#17097,#10040,5.72,320,"The term ""KiyaKiya"" comes from the old Japanese expression ""mune ga kiyakiya suru."" I first encountered it in Shibusawa Tatsuhiko's book Introductory Essays on Girls, in the chapter about ""childhood experiences."" The expression, which describes “an enigmatic, nostalgic, disturbing feeling,” or an impression of “deja-vu”, is at the origin of my ""KiyaKiya"" series.

In our everyday routine, there are moments when suddenly we feel like something is different; this unexpected change, like in my memory, feels like it has a kind of reality. This impression is at the core of “KiyaKiya” and the related painting and drawing series.

(Source: Official website)",Jan 2011,6 min.,Unknown,"None found, add some"
40,Koutetsu no Vendetta Episode 0,1,Finished Airing,Unknown,Unknown,"Action,Sci-Fi,",ONA,0,#14079,#10041,5.72,654,"The doujin (self-published) creators of the Koutetsu no Vendetta (Iron Vendetta) military robot anime project released a preview DVD at Tokyo's Comic Market 75 convention. The DVD included the unedited versions of the project's pilot film, special supplemental videos, and a collection of key animation drawings. The running times of the pilot and the supplemental video collection are each under five minutes long.

Note: The project is on hold due to the dissolution of the production division of its sponsor Ankama Japan.

(Source: AniDB)","Feb 22, 2013",20 min.,Unknown,"None found, add some"
41,Lao Fu Zi Fan Dou Zhen Tan,1,Finished Airing,Unknown,Seinen,"Comedy,",Movie,0,#16756,#10042,5.72,345,Fourth Old Master Q animated movie.,"Dec 20, 2003",1 hr. 20 min.,Unknown,"None found, add some"
42,Majuu Sensen,3,Finished Airing,Unknown,Unknown,"Action,Fantasy,",OVA,0,#11394,#10043,5.72,"1,558","13 scientists seek to tap genetic powers by creating a hybrid of man and beast. Years later, 13 of their children are embroiled in a battle to undo their handiwork, while Shinichi, the son of one of the scientists, teams up with Christian super-beings to save the world.

(Source: Animevice)","Oct 1, 1990",47 min. per ep.,Unknown,"None found, add some"
43,Miracle Shoujo Limit-chan,25,Finished Airing,Unknown,Shoujo,"Comedy,Sci-Fi,",TV,1,#12972,#10044,5.72,919,"As a result of a traffic accident, Limit-chan is reborn as a cyborg and is given three types of supernatural powers. However, there is a catch: if she uses too much of them, her life will come to an end.

(Source: ANN)","Oct 1, 1973 to Mar 25, 1974",24 min. per ep.,Fall 1973,Toei Animation
44,Moshidora Recap,1,Finished Airing,Team Sports,Unknown,"Drama,Sports,",Special,0,#13788,#10045,5.72,722,Recap episode of Moshidora that aired between the rebroadcasts of the series.,"Aug 16, 2011",1 hr. 13 min.,Unknown,Production I.G
45,"Oyaji no, Imo no Kamisama.",1,Finished Airing,Unknown,Unknown,"fe,",Special,0,#14346,#10046,5.72,605,"A man wanders into a liquor store and sees a familiar shouchuu glass. Memories of his childhood home, his father, and a certain shouchuu glass his father used to call 'a shrine to the potato god' comes flooding back.

Commercial made for Satsuma Shiranami brand sweet potato shouchuu.","Dec 31, 2014",1 min.,Unknown,"None found, add some"
46,Phantasy Star Online 2: Episode Oracle - Xiao's Report,1,Finished Airing,Space,Unknown,"Action,Sci-Fi,",Special,1,#10468,#10047,5.72,"2,176","Recap of first twelve episodes of Phantasy Star Online 2: Episode Oracle, reported by Xiao.","Dec 30, 2019",23 min.,Unknown,Gonzo
47,Porong Porong Pororo 6,26,Finished Airing,Unknown,Kids,Unknown,TV,0,#16927,#10048,5.72,331,"The sixth season of Pororo, many episodes take place in the Summer Islands.","Mar 2, 2016 to May 26, 2016",11 min. per ep.,Spring 2016,"None found, add some"
48,Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!,1,Finished Airing,Unknown,Unknown,"Comedy,",Special,0,#12476,#10049,5.72,"1,071",Petit animation included with the Robot Girls Z Full Complete Blu-ray.,"Jan 10, 2018",11 min.,Unknown,Directions
49,Santa Company,1,Finished Airing,Unknown,Unknown,"Fantasy,",Movie,3,#8072,#10050,5.72,"4,997","As a trainee of Santa Company, Noel White prepares for her test to become an official Tonttu, her assignment being ""To find the most important thing for a Santa Claus.""

The deadline nears with an answer yet to be found, when a single letter from a child arrives late at the company. As the letter is about to be handled as a defect, Noel and friends set out on an adventure for the present - but will Noel find the answer to her assignment?

Set a year after the events of the novel.","Oct 25, 2014",28 min.,Unknown,Nexus
50,Shin Takarajima,1,Finished Airing,Unknown,Kids,"Adventure,",Special,0,#14203,#10051,5.72,628,"This was the first episode of Mushi Pro Land, a unique series of 60-minute animated programs. It was also Japan's first 60-minute animated TV program. However, the series never materialized and only this episode was actually aired. The story follows Stevenson's ""Treasure Island,"" featuring characters in the form of animals. For example, the pirate Silver is illustrated as a wolf, where the main character Jim is changed into a rabbit. This has, therefore, nothing to do with the ""New Treasure Island,"" Tezuka's masterpiece Manga.

(Source: AniDB)","Jan 3, 1965",52 min.,Unknown,Mushi Production
51,Shinshuu Sudama-hen,4,Finished Airing,Unknown,Seinen,"Action,",OVA,1,#13284,#10052,5.72,838,"Based on a novel by Tani Kousei.

(Source: AniDB)","Dec 10, 1988 to Jun 5, 1989",28 min. per ep.,Unknown,Magic Bus
52,Ahiru no Ko,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#14050,#10053,5.72,660,An adaptation of the The Ugly Duckling.,1932,14 min.,Unknown,"None found, add some"
53,Alexander Senki,13,Finished Airing,Historical,Unknown,"Action,Adventure,Fantasy,Sci-Fi,Supernatural,",TV,27,#6597,#10054,5.72,"8,181","In 356 BC, Alexander the Great arrives in Greece with the ominous destiny that he will become the ""destroyer of the world."" Inheriting the crown, he becomes king of the Macedonians and starts down a road of conquest with terrific speed. Alexander ultimately confronts his fated nemesis, Darius the Third, in a war with Persia which changes Alexander into the devil he was fated to become, assuring the destruction of all in his path, and possibly himself.

(Source: TBS Global Business)","Sep 15, 1999 to Sep 18, 1999",23 min. per ep.,Summer 1999,Madhouse
54,Amanatsu,1,Finished Airing,Unknown,Unknown,"Sci-Fi,",Movie,3,#9983,#10055,5.72,"2,536","In the near future, a girl yearning for death and a robot who has been near her since she was a child continue moving in eternity.

(Source: Annecy)","Mar 25, 2010",14 min.,Unknown,Kamikaze Douga
55,ARP Backstage Pass: Paradise,1,Finished Airing,Unknown,Unknown,Unknown,Special,3,#12145,#10056,5.72,"1,203",Unaired episode included with volume 4 of the Bluray/DVD. ,"Jul 13, 2020",23 min.,Unknown,Dynamo Pictures
56,Bihada Ichizoku,12,Finished Airing,Parody,Shoujo,"Drama,",TV,4,#8204,#10057,5.72,"4,800","There is a World Beautiful-Skin Competition (WBC) to which the 3 billion women of the world aspire. Carrying on the 300-year legacy of the competition are the twin Bihada sisters, Sara and Saki.","Oct 7, 2008 to Dec 23, 2008",8 min. per ep.,Fall 2008,"None found, add some"
57,Cue! Short Anime,12,Finished Airing,Unknown,Unknown,"Comedy,",ONA,1,#13606,#10058,5.72,767,"Short anime released in the mobile app, and then later bundled with the Blu-ray volumes of Cue!.","Sep 7, 2019 to Aug 17, 2022",3 min. per ep.,Unknown,"Yumeta Company,       Graphinica"
58,Daikyouryuu Jidai,1,Finished Airing,Unknown,Unknown,"Sci-Fi,",Movie,1,#13106,#10059,5.72,885,"Jun, his female companion, Remi, and her little brother, Chobi, are taken to the Cretaceous Period by a flying saucer.

(Source: AniDB) 
","Jul 10, 1979",1 hr. 11 min.,Unknown,Toei Animation
59,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,4,Finished Airing,Isekai,Unknown,"ve,Fantasy,",ONA,2,#9665,#10060,5.72,"2,859","Kotone is a fudanshi. One day while he was buying BL manga outside of a manga stand, a truck loses control and kills him with BL manga all over him. To his surprise, he wakes up in an Asian ancient-looking palace. A man named Nagi, that is half serpent, tells him that he is now his Miko. They need to have sex in order for Nagi to become a higher being and become a Dragon. Kotone knows everything about BL and he realizes that he will be the bottom. Kotone will use his knowledge of BL to not fall in love and not a bottom in this Isekai world.

(Source: MU)","Sep 10, 2020 to Oct 1, 2020",2 min. per ep.,Unknown,AQUA ARIS
60,Guilty Gear X,1,Finished Airing,Unknown,Unknown,"Action,",Special,8,#11549,#10061,5.72,"1,480","Animated promotional trailer for the Guilty Gear X, a game for PlayStation 2, SEGA Dreamcast, Arcade, and PC. Included in Guilty Gear X2's extras.","Mar 3, 2003",5 min.,Unknown,"None found, add some"
61,Hello Kitty no Kurumi Wari Ningyou,1,Finished Airing,Unknown,Kids,"Fantasy,",OVA,0,#14888,#10062,5.72,520,Hello Kitty version of The Nutcracker.,"Oct 26, 2001",15 min.,Unknown,"None found, add some"
62,Hello Kitty no Tomatta Big Ben,1,Finished Airing,Unknown,Kids,"Fantasy,",OVA,0,#15292,#10063,5.72,470,"London is in havoc when the clock tower stops. With daily schedules leaving people at a loss, Kitty decides to get it working again.","Jul 21, 1992",30 min.,Unknown,"None found, add some"
63,Highschool Aurabuster: Hikari no Mezame,3,Finished Airing,Super Power,Unknown,"Drama,Fantasy,",OVA,1,#13500,#10064,5.72,790,"Animation of a very popular novel series by the writer WAKAGI Mio (若木未生), also adapted as a manga by MORI Makoto (杜 真琴), serialised in LaLa. The novels feature illusatrations by KOUGA Yun (高河 ゆん), and the character designs for the anime are based on these. The OVA is an original story that includes the early parts of the novels.

Long ago... going back several centuries, there was a war between the Kuu no mono (空の者) and the You no mono (妖の者) that divided the heaven and earth. 900 years ago, the commander of the Kuu no mono, Kara-ou sealed in the commander of You no mono, Kuna-hi, sacrificing his own life to do so. And this present day, when You no mono has begun to be active again, Kara-ou is reborn as Shinobu Saiga. Coming back to earth, he has begun to make his move again to subdue the You no mono with his aide Kiba.
Ryosuke Sakiya is a first year student attending Kouryo High School who has extraordinarily strong psychic powers. He was always hearing and seeing things ordinary people could not. He has a special aura around him and perhaps because of it, he ends up being targeted by the You no mono. One day, when he is on a date at the Tokyo Metropolitan Government Building, he is attacked by a strange power and is saved by the Jutsusha (術士 lit. ""skilled ones"") Jukyuro Satomi and Kisara Izumi. Jutsusha are people who have inherited supernatural powers of Kuu no mono to subdue You no mono who harm people. Ryosuke escapes without any injuries, but cannot resist becoming involved in the battles between these two forces.

(Source: AniDB)","Feb 5, 1999 to Sep 22, 1999",27 min. per ep.,Unknown,OLM
64,Hoka Hoka Kazoku,1428,Finished Airing,Unknown,Unknown,"Comedy,",TV,1,#13216,#10065,5.72,857,"Short comedic stories about events and the daily lives of the members of a large multi-generational family.

(Source: AniDB)","Oct 1, 1976 to Mar 31, 1982",5 min. per ep.,Fall 1976,Eiken
65,Kakkou no Iikagen,22,Finished Airing,Isekai,Unknown,"Comedy,",ONA,1,#10935,#10066,5.72,"1,869",Kakkou no Iinazuke mini anime released on the KADOKAWA Anime YouTube channel.,"Apr 28, 2022 to Sep 30, 2022",2 min. per ep.,Unknown,AQUA ARIS
