,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
10,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,1,Finished Airing,Unknown,Shoujo,"fe,",Movie,5,#8982,#3011,7.21,"3,602","Short anime screened alongside Aikatsu Stars! Movie. The film and the short will mark the first time the franchise is screening a double feature.

(Source: ANN)","Aug 13, 2016",27 min.,Unknown,Bandai Namco Pictures
11,Basquash!,26,Finished Airing,Unknown,Unknown,"Sci-Fi,Sports,",TV,184,#3083,#3012,7.21,"45,509","On the planet Earthdash, its inhabitants gaze on its moon and the technologically advanced lunar city of Mooneyes with awe. Dan JD, a boy living in Rollingtown on Earthdash's surface, gets caught up in Bigfoot Basketball—a fast-paced sport played with giant Bigfoot robots.

(Source: AniDB)","Apr 3, 2009 to Oct 2, 2009",24 min. per ep.,Spring 2009,Satelight
12,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,4,Finished Airing,Medical,Shounen,"Drama,",Special,5,#7710,#3013,7.21,"5,544","Black Jack is the ""Surgeon with the Hands of God,"" a mysterious young Japanese doctor who travels the world performing feats of miraculous surgical genius. Though all recognize his skill, Black Jack is widely hated, especially by the medical establishment, because he refuses to conform to rules of any kind, and because he charges outrageous fees for his services. Black Jack's only companion is Pinoko, a child he created out of a special kind of tumor called a teratoma, who insists she is his wife.","Dec 22, 2003 to Oct 13, 2004",23 min. per ep.,Unknown,Tezuka Productions
13,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,13,Finished Airing,Unknown,Unknown,"Horror,Mystery,",TV,"8,177",#165,#3014,7.21,"911,003","Makoto Naegi, a teenager with no remarkable talent, is surprised to learn that he has been accepted into Hope's Peak Private Academy: an elite school that gathers the best students from various fields. Despite believing his admission was just a fluke, Naegi is delighted to attend an institution known for ensuring success to those who graduate. Determined, he enters the front doors of the prestigious academy.

However, after losing consciousness inside, Naegi wakes up in a seemingly abandoned classroom. Failing to comprehend how he got there, Naegi begins to explore, and to his surprise, finds his classmates assembled in the gym. While everyone is trying to figure out what happened, they are confronted by the school principal—Monokuma, a robotic teddy bear. The mysterious toy explains that the freshmen are trapped inside the school with only one means of escape—kill a classmate without being discovered.

Tension fills the air as Naegi and his classmates realize that they are faced with two choices: participate in Monokuma's killing game, or reside together in the school for the rest of their lives.

[Written by MAL Rewrite]
","Jul 5, 2013 to Sep 27, 2013",24 min. per ep.,Summer 2013,Lerche
14,Darling in the FranXX,24,Finished Airing,Mecha,Unknown,"Action,Drama,Romance,Sci-Fi,",TV,"31,249",#61,#3015,7.21,"1,574,410","In the distant future, humanity has been driven to near-extinction by giant beasts known as Klaxosaurs, forcing the surviving humans to take refuge in massive fortress cities called Plantations. Children raised here are trained to pilot giant mechas known as FranXX—the only weapons known to be effective against the Klaxosaurs—in boy-girl pairs. Bred for the sole purpose of piloting these machines, these children know nothing of the outside world and are only able to prove their existence by defending their race.  

Hiro, an aspiring FranXX pilot, has lost his motivation and self-confidence after failing an aptitude test. Skipping out on his class' graduation ceremony, Hiro retreats to a forest lake, where he encounters a mysterious girl with two horns growing out of her head. She introduces herself by her codename Zero Two, which is known to belong to an infamous FranXX pilot known as the ""Partner Killer."" Before Hiro can digest the encounter, the Plantation is rocked by a sudden Klaxosaur attack. Zero Two engages the creature in her FranXX, but it is heavily damaged in the skirmish and crashes near Hiro. Finding her partner dead, Zero Two invites Hiro to pilot the mecha with her, and the duo easily defeats the Klaxosaur in the ensuing fight. With a new partner by his side, Hiro has been given a chance at redemption for his past failures, but at what cost?

[Written by MAL Rewrite]","Jan 13, 2018 to Jul 7, 2018",24 min. per ep.,Winter 2018,"A-1 Pictures,       Trigger,       CloverWorks"
15,Dead Leaves,1,Finished Airing,Unknown,Unknown,"Action,Comedy,Sci-Fi,",Movie,624,#2080,#3016,7.21,"90,779","Shortly after waking up in an unknown street with no clothes or memories, Retro and Pandy team up and begin a life of thrill chasing and violence. Retro's wild antics and Pandy's carefree personality make them the perfect partners in crime to cause mayhem wherever they strike.

When an accidental mistake lands them behind bars, Retro and Pandy are sent to Dead Leaves—a high-security prison on the Moon. Once there, they soon discover that the other inmates are clones, all products of genetic mutation experiments. With nothing better to do, they escape from their cell and lead a prison break with the other captives. Armed with a crew of mutants and a hunger for havoc, the chaotic duo begins their wacky escape.

[Written by MAL Rewrite]","Jan 16, 2004",52 min.,Unknown,Production I.G
16,Dirty Pair,24,Finished Airing,Detective,Unknown,"Adventure,Comedy,Sci-Fi,",TV,201,#3806,#3017,7.21,"30,511","If you're in a big trouble, call the World Welfare Work Association or WWWA. They will send out a team of highly trained capable agents called Trouble Consultants who can solve your problems. But if the team they send you is the Dirty Pair, there will be a lot of collateral damage aside from solving your problems.

(Source: AniDB)","Jul 15, 1985 to Dec 26, 1985",24 min. per ep.,Summer 1985,Sunrise
17,Doraemon Movie 17: Nobita to Ginga Express,1,Finished Airing,Unknown,Unknown,"Fantasy,",Movie,5,#6718,#3018,7.21,"7,865","The kids go on a space Mystery Train bound for a space theme park, when a race of alien virus strikes, wanting to take them as host bodies.","Mar 2, 1996",1 hr. 37 min.,Unknown,Shin-Ei Animation
18,Doraemon Movie 19: Nobita no Nankai Daibouken,1,Finished Airing,Unknown,Unknown,"Adventure,ning,Comedy,Fantasy,Sci-Fi,",Movie,3,#6900,#3019,7.21,"7,296","Finding a treasure is always been so hard! But, nothing is ever impossible for Doraemon and his magic tool. And so, with the help of Doraemon, Nobita and the rest of the gang set sail on a ship to find treasure on an islands. However on their way to the island, the ships have almost been destroyed and resulting Nobita to stray on an island with a young pirate while Doraemon and the rest of the gang somehow involved in a war between pirates.And so, their adventure begins...","Mar 7, 1998",1 hr. 31 min.,Unknown,Shin-Ei Animation
19,Dragon Ball Super: Broly - Skytree Super,1,Finished Airing,Unknown,Shounen,"Action,Comedy,",Special,35,#4973,#3020,7.21,"16,668",A special anime featuring Goku and Freeza screened at the Tokyo Skytree.,"Nov 1, 2018",4 min.,Unknown,Toei Animation
20,Ganbarist! Shun,30,Finished Airing,Unknown,Shounen,"Comedy,Sports,",TV,13,#9075,#3021,7.21,"3,497","First-year high school student Fujimaki Shun has a dream of becoming an olympic gold medalist as a gymnast. Having no previous training, Shun trusts his passion, boldly joins the gymnastics club, and sets out to pursue his goal.

Along the way, he meets his share of entertaining and supportive upper classmen, develops a romantic interest in his classmate, and learns about the happiness involved in devoting yourself to a sport.","Jul 1, 1996 to Mar 10, 1997",26 min. per ep.,Summer 1996,Sunrise
21,Groove Adventure Rave,51,Finished Airing,Unknown,Shounen,"Adventure,Comedy,Fantasy,Romance,",TV,361,#1976,#3022,7.21,"98,196","Fifty years ago, malevolent stones known as Dark Brings brought about the ""Overdrive,"" a calamitous event that destroyed one-tenth of the world. In the present day, the nefarious organization Demon Card seeks the Dark Brings' power for their all but innocent intentions. 

Haru Glory, a sword-wielding silver-haired teenager, inherits the title of Rave Master: the person who wields the power of the legendary Rave Stones, artifacts capable of destroying the Dark Brings. However, the many Rave Stones were scattered across the globe as a result of the Overdrive, allowing Demon Card to continue their malpractices. 

Groove Adventure Rave follows Haru, his strange dog Plue, the fiery blonde Ellie, and the infamous thief Musica, as they embark on a great journey that will take them around the vast world, searching for the Rave Stones that will finally end Demon Card's injustice.

[Written by MAL Rewrite]
","Oct 13, 2001 to Sep 28, 2002",24 min. per ep.,Fall 2001,Studio Deen
22,Gugure! Kokkuri-san Specials,11,Finished Airing,Unknown,Shounen,"Comedy,Romance,Supernatural,",Special,13,#5097,#3023,7.21,"15,491",Short episodes included with the Blu-ray/DVD volumes. ,"Dec 24, 2014 to May 27, 2015",3 min. per ep.,Unknown,TMS Entertainment
23,Hakushaku to Yousei,12,Finished Airing,Unknown,Shoujo,"Adventure,Fantasy,Romance,",TV,555,#1692,#3024,7.21,"122,040","In the nineteenth century, we find Lydia Carlton living in Scotland, making a living as a fairy doctor. She is one of those rare humans who can see and communicate with fairies. But no one believes her. However, Edgar is in need of someone with a vast knowledge of fairy lore, and Lydia is just that person. After rescuing her, he becomes her employer, but there are many secrets and emotions that seem to follow Edgar, who claims to be the Blue Knight's Earl.","Sep 29, 2008 to Dec 24, 2008",25 min. per ep.,Fall 2008,Artland
24,Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,1,Finished Airing,Mahou Shoujo,Shoujo,"Action,Fantasy,",Movie,5,#10290,#3025,7.21,"2,301",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 20, 2021",1 hr. 9 min.,Unknown,Toei Animation
25,Higurashi no Naku Koro ni Kaku: Outbreak,1,Finished Airing,Unknown,Unknown,"Horror,Mystery,Suspense,",OVA,104,#2471,#3026,7.21,"68,394","It is 1983, and Hinamizawa is under quarantine. A mysterious and deadly virus has been discovered within the small village, and its residents—such as teenager Keiichi Maebara and his friends Mion Sonozaki and Rena Ryuuguu—are left confused and frightened by the situation.

As the villagers begin to search for a way to stop the affliction from spreading, some make drastic plans, which leaves Keiichi and his friends looking for a way to escape the village. But when tensions reach an all-time high, some of his group may not make it out unscathed as they fight for their lives against enemies both seen and unseen.

[Written by MAL Rewrite]","Aug 15, 2013",52 min.,Unknown,Studio Deen
26,Hokuto no Ken Movie,1,Finished Airing,Unknown,Shounen,"Adventure,Sci-Fi,",Movie,120,#4541,#3027,7.21,"20,768","Following a cataclysmic nuclear war, the world teeters on the brink of complete destruction. Civilization is polarized into a degenerate society where opposing packs of marauding scavengers prey on helpless, homeless nomads. For those who are lucky enough to survive the constant brutality and danger, it is a bleak existence. Life an death blur into abstractions. The only hope left for mankind is to find a hero worthy of becoming the next ""Fist of the North Star"" - an enlightened warrior - who is capable of leading those with the will to survive out of this barrenness into a new world. But in this savage no-man's land of shifting loyalties and power-hungry demi-gods, heroes are in short supply. 

(Source: AniDB)","Mar 8, 1986",1 hr. 50 min.,Unknown,Toei Animation
27,Hunter x Hunter Pilot,1,Finished Airing,Super Power,Shounen,"Action,Adventure,",OVA,56,#3981,#3028,7.21,"27,677","The stand-alone pilot OVA which was shown as part of the ""Jump Super Anime Tour"" of 1998.

(Source: Wikipedia)","Jul 26, 1998",25 min.,Unknown,Pierrot
28,JoJo no Kimyou na Bouken: Adventure,7,Finished Airing,Vampire,Shounen,"Adventure,Drama,Fantasy,Horror,Supernatural,",OVA,353,#2266,#3029,7.21,"78,678"," Kujo Jotaro is a normal, popular Japanese high-schooler, until he thinks that he is possessed by a spirit, and locks himself in prison. After seeing his grandfather, Joseph Joestar, and fighting Joseph's friend Muhammad Abdul, Jotaro learns that the ""Spirit"" is actually Star Platinum, his Stand, or fighting energy given a semi-solid form. Later, his mother gains a Stand, and becomes sick. Jotaro learns that it is because the vampire Dio Brando has been revived 100 years after his defeat to Jonathan Joestar, Jotaro's great-great-grandfather. Jotaro decides to join Joseph and Abdul in a trip to Egypt to defeat Dio once and for all. ","May 25, 2000 to Jan 25, 2002",30 min. per ep.,Unknown,APPP
29,Kamichama Karin,26,Finished Airing,Unknown,Shoujo,"Comedy,Fantasy,Romance,",TV,367,#2906,#3030,7.21,"51,008","Thirteen-year-old Karin Hanazono feels like her life can't get any worse, Her parents died when she was younger, leaving her with an aunt who doesn't hesitate to call her stupid and useless over her poor grades. Her only friend, her cat named Shii-chan, passed away recently, leaving her completely alone. All she has left of her parents is a ring given to her by her mother, which she treasures dearly as the sole thing left of her past.

Kamichama Karin begins the moment her life takes a turn for the better, when she is approached by Himeka Kuujou, a cute girl who has also lost her parents, and Kazune Kuujou, her cousin who finds girls to be troublesome, both of whom are searching for a goddess. Her mother's memento ring shines brightly in their presence and fills her with its radiance, making her smarter, faster, and capable of granting wishes. It turns out that her ring allows her to become the very goddess they were looking for, and now that she has awakened that power, others will come after her for it…","Apr 6, 2007 to Sep 28, 2007",24 min. per ep.,Spring 2007,Satelight
30,Aikatsu Friends!,50,Finished Airing,Unknown,Shoujo,"fe,",TV,67,#5725,#3031,7.20,"11,588","Aine Yuuki, who is a regular student at Star Harmony Academy's normal division, meets Mio Minato from the idol division, who invites her to join Aikatsu to fulfill Aine's goal to make friends. She also befriends Maika Chōno and Ema Hinata who are also idols. Aine and Mio form a pair to become best friends to become the bright ""Diamond Friends"". Karen Kamishiro and Mirai Asuku are categorized as ""Diamond Friends"" and are in the Diamond Class!

(Source: Wikipedia)","Apr 5, 2018 to Mar 28, 2019",24 min. per ep.,Spring 2018,Bandai Namco Pictures
31,Amagami SS+ Plus: Extra Episode+ Plus,6,Finished Airing,Unknown,Unknown,"Romance,",Special,22,#3504,#3032,7.20,"36,190",Short extras of the anime included in each of the six Blu-ray volumes of Amagami SS+. ,"Apr 4, 2012 to Sep 5, 2012",3 min. per ep.,Unknown,AIC
32,Arabian Nights: Sindbad no Bouken (TV),52,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,Romance,",TV,28,#7006,#3033,7.20,"7,047","Based on the famous tale from The Thousand and One Arabian Nights, this story takes place more than 1200 years ago. The story's hero is the impish Sindbad, a mischievous boy full of curiosity, who one night sneaks into the royal palace to watch the acrobatic performances and learns that a wide world awaits beyond Baghdad.
Hearing of the travels of his uncle Captain Ali, Sindbad decides to become a sailor and travel around the world. Leaving behind a note to his father, young Sindbad boards Captain Ali`s ship and-accompanied by a myna called Sheila-sets out for the greatest adventure of his life.

(Source: AniDB)","Oct 1, 1975 to Sep 29, 1976",24 min. per ep.,Fall 1975,Nippon Animation
33,Ben-To,12,Finished Airing,Martial Arts,Unknown,"Action,Comedy,Gourmet,",TV,"1,161",#697,#3034,7.20,"320,468","The supermarket is an important building in any city, for they provide a convenient way to purchase a variety of food in a family-friendly, safe environment. However, these stores changes in the blink of an eye once the unsold bento boxes go on their nightly half-off sales! War breaks out and friends become foes as each person fights for honor, pride, and dinner. There are no longer any people in these supermarkets, only Wolves and Dogs⁠—winners and losers.

High schooler You Satou is painfully introduced to these battles after unknowingly stumbling into the war zone, but instead of choosing to avoid these nightly fights, he wants to join in. After seeing Satou's lack of fighting skills, upperclassman and Wolf Sen Yarizui invites him and Hana Oshiroi, a girl who enjoys spectating the brawls, to join her Half-Priced Food Lovers Club to show them the distinction between the Dogs and the Wolves. Together, they learn what it truly means to fight for your food.

[Written by MAL Rewrite]","Oct 9, 2011 to Dec 25, 2011",24 min. per ep.,Fall 2011,David Production
34,Cat's Eye,73,Finished Airing,Unknown,Shounen,"Action,Adventure,Comedy,Mystery,Romance,",TV,87,#4546,#3035,7.20,"20,723","The three Kisugi sisters—Rui, Hitomi and Ai—during the day run a small cafe called ""Cat's Eye."" To discover the whereabouts of their father, the artist Michael Heintz, who has disappeared, Hitomi and her sisters rob art galleries as the smart and mysterious thief ""Cat's Eye"" in the hope that his works can give them clues about his vanishing. The crucial point is that Hitomi has a relationship with Toshi, a police inspector who has sworn to catch ""Cat's Eye""—and of course he has no idea about Hitomi's double life.

(Source: ANN)","Jul 11, 1983 to Jul 8, 1985",25 min. per ep.,Summer 1983,Tokyo Movie Shinsha
35,Cybersix,13,Finished Airing,Unknown,Unknown,"Action,Adventure,Romance,Sci-Fi,",TV,67,#6045,#3036,7.20,"10,166","Anime based upon the original Argentine graphic novel series of the same name.

The story follows the titular character who is a genetically engineered super-soldier; one of the creations of Dr. Von Reichter's diabolic experiments. (The fictional) Von Reichter is actually a former Nazi who conducted horrendous experiments during the second world war. He flees to South America where he continues his experiments which culminate in the creation of the ""Cybers,"" one of which happens to be Cybersix. However, since the Cybers exhibit free will at an young age (an undesired trait), Von Reichter destroys all the Cybers to prevent a rebellion.

In the present day, Cybersix is one of the Cybers who managed to escape and is living a quiet life under the alias of ""Adrian Seidelman""; however, she finds out that her survival is dependent on a special substance that Von Reichter created and thus she is forced to hunt down the ""Technos,"" a newer generation of super-soldiers created by him, in order to survive. Unintentionally, in the process, Cybersix becomes a superhero protecting the world from Dr. Von Reichter's creations and his evil plans.","Sep 6, 1999 to Nov 29, 1999",23 min. per ep.,Fall 1999,Telecom Animation Film
36,Dash! Kappei,65,Finished Airing,Unknown,Shounen,"Comedy,Sports,Ecchi,",TV,30,#7851,#3037,7.20,"5,349","Kappei is a dramatically short guy but he is a master in every sport. He lives as a guest in sweet Akane's house, and he's in love with her, but there's a strange rival, her dog Salomone (Italian name) who plans evil traps to encumber Kappei. But the dog has also another function: he explains all sport rules when a new sport is depicted. Kappei is fond of white female underwear, always trying to lift girl's skirts up.

(Source: ANN)","Oct 4, 1981 to Dec 26, 1982",25 min. per ep.,Fall 1981,"Tatsunoko Production,       Tama Production"
37,Digimon Adventure tri. 6: Bokura no Mirai,1,Finished Airing,Unknown,Unknown,"Action,Adventure,Comedy,Drama,",Movie,52,#3126,#3038,7.20,"44,478","The Chosen Children are distraught; believing they have lost one of their friends, the group struggles to find a way to defeat the rampaging Ordinemon. With few options left, they turn to Yamato Ishida for guidance and leadership, but Yamato himself is unsure of what to do.

Determined to save the world despite their tragedy, Yamato and his friends must take on the ferocious digital monster. As some of the children are missing their partners, they are at a significant disadvantage. Nevertheless, the Chosen Children resolve to fight until the end to secure their future and that of their friends.

[Written by MAL Rewrite]
","May 5, 2018",1 hr. 38 min.,Unknown,Toei Animation
38,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,1,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,",Movie,1,#7643,#3039,7.20,"5,667","Nobita and his friends gathered at Shizuka's house when they heard about the news about missing flocks of bird species. Nobita believed they were taken away by winged creatures and became obsessed on flying on his own. He created mechanical wings and upon the experiment he encountered an actual winged creature flying out of a time-space distortion. Upon helping him whose name is Gusuke, Nobita and his friends were sucked into the distortion and reached Gusuke's home, Birdpia or the world where the winged creatures live.

(Source: ANN)","Mar 10, 2001",1 hr. 31 min.,Unknown,"None found, add some"
39,Dragon Ball: Episode of Bardock,1,Finished Airing,Unknown,Shounen,"Action,Adventure,Comedy,Fantasy,Sci-Fi,",Special,112,#1811,#3040,7.20,"111,937","Shown at Jump Festa 2012, held in December, 2011.

Bardock, Goku's father, who was supposed to have died when Freeza's attack hit him along with the Planet Vegeta, was sent way back in time where the planet was inhabited by strange creatures. There, he meets Freeza's ancestor, a space pirate named Chilled, and fights him to protect the planet.

(Source: AniDB)","Dec 17, 2011",19 min.,Unknown,Toei Animation
40,Ensemble Stars!! Tsuioku Selection Element,6,Finished Airing,Idols (Male),Unknown,Unknown,ONA,35,#10264,#3041,7.20,"2,322","New Ensemble Stars!! web animated series based on the game story ""Element"".","Apr 6, 2023 to Apr 11, 2023",12 min. per ep.,Unknown,DandeLion Animation Studio
41,Figure 17: Tsubasa & Hikaru,13,Finished Airing,Unknown,Unknown,"Sci-Fi,fe,",TV,75,#5419,#3042,7.20,"13,336","Tsubasa Shiina is a 10-year-old girl who recently moved to Hokkaido to live with her father. In school, she is very quiet and unsociable with her classmates. Then one night, she witnesses a UFO crash in the forest near her home. She rushes to the scene and finds the pilot, codenamed ""D.D."", in a barely stable condition. Also in the scene is a Maguar, a hideous alien that hatched aboard D.D.'s ship. As the Maguar is close to taking Tsubasa's life, an alien lifeform fuses with her body to form the Riberus battle armor Figure 17, which shortly destroys the alien threat. The life form takes the name Hikaru and turns into an identical twin of Tsubasa. As time passes, Tsubasa becomes more open to everyone around her, thanks to her new twin sister Hikaru. However, with Maguar eggs scattered all over Hokkaido, their ability to form Figure 17 is needed to eliminate all hatched Maguars until backup from D.D.'s home planet arrives on Earth.

(Source: ANN)","May 27, 2001 to May 26, 2002",47 min. per ep.,Spring 2001,OLM
42,Gegege no Kitarou (2018),97,Finished Airing,Mythology,Shounen,"Comedy,Horror,Supernatural,",TV,124,#2974,#3043,7.20,"48,558","Nearly twenty years into the 21st century, people have forgotten the existence of youkai. When a number of unexplainable phenomena plague adults of the human world with confusion and chaos, thirteen-year-old Mana writes a letter to the Youkai Post in search of answers, only to be greeted by Gegege no Kitarou...

(Source: Crunchyroll)","Apr 1, 2018 to Mar 29, 2020",23 min. per ep.,Spring 2018,Toei Animation
43,Ginga e Kickoff!!,39,Finished Airing,Team Sports,Unknown,"Sports,",TV,133,#4077,#3044,7.20,"26,385","The story follows a boy who was in a soccer team, but it was disbanded due to not enough players. However, after the boy meets a female professional soccer player, he aims to bring his soccer team back.

(Source: AniDB)","Mar 26, 2012 to Feb 26, 2013",25 min. per ep.,Spring 2012,TYO Animations
44,Girls & Panzer Specials,6,Finished Airing,Unknown,Unknown,Unknown,Special,37,#3418,#3045,7.20,"37,827",Mini episodes bundled with Blu-rays and DVDs.,"Dec 21, 2012 to Jun 21, 2013",12 min. per ep.,Unknown,Actas
45,God Eater,13,Finished Airing,Military,Unknown,"Action,Fantasy,Sci-Fi,",TV,"1,925",#385,#3046,7.20,"533,022","The year is 2071. Humanity has been pushed to the brink of extinction following the emergence of man-eating monsters called ""Aragami"" that boast an immunity to conventional weaponry. They ravaged the land, consuming almost everything in their path and leaving nothing in their wake. To combat them, an organization named Fenrir was formed as a last-ditch effort to save humanity through the use of ""God Eaters""—special humans infused with Oracle cells, allowing them to wield the God Arc, the only known weapon capable of killing an Aragami. One such God Eater is Lenka Utsugi, a New-Type whose God Arc takes the form of both blade and gun.

Now, as one of Fenrir's greatest weapons, Lenka must master his God Arc if he is to fulfill his desire of wiping out the Aragami once and for all. The monsters continue to be born en masse while the remnants of humanity struggle to survive the night. Only God Eaters stand between the Aragami and complete and total annihilation of the human race.

[Written by MAL Rewrite]","Jul 12, 2015 to Mar 26, 2016",23 min. per ep.,Summer 2015,ufotable
46,Gundam Build Fighters Try,25,Finished Airing,Mecha,Unknown,"Action,Sci-Fi,",TV,114,#3180,#3047,7.20,"43,067","The story of Gundam Build Fighters Try is set 7 years after the end of the 1st series. Now Seiho Academy's Gunpla Battle Club has only one member, Hoshino Fumina, who is a third grade student in junior high. As the president of the club, she needs two more members to participate in the upcoming All-Japan Gunpla Battle Championships. One day she encounters a transfer student named Kamiki Sekai, who has traveled around for Kenpo training with his master. Then joining by a young Gunpla builder Kousaka Yuuma, their challenge to the Gunpla Battle begins....

(Source: Crunchyroll)
","Oct 8, 2014 to Apr 1, 2015",25 min. per ep.,Fall 2014,Sunrise
47,Hetalia: The World Twinkle,15,Finished Airing,Unknown,Unknown,"Comedy,",ONA,236,#3279,#3048,7.20,"40,857","United Kingdom and America have to put aside their centuries of differences and cooperate if they want to stand a chance against Italy and Germany on the African Front. After being defeated by a questionable border defense system, France swears vengeance on Germany. In another part of the world, the Nordic countries discuss how similar they are to each other, much to Finland's dismay. Meanwhile, Sealand embarks on a very ambitious quest to search for the other micronations after befriending Wy and Seborga.

[Written by MAL Rewrite]","Jul 3, 2015 to Oct 9, 2015",5 min. per ep.,Unknown,Studio Deen
